"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"189-2";2700;1;30;56;"G";0,9077;644,359071856332;"167A"
"189-2";2600;1;30;65;"G";0,9176;616,845544951963;"169"
"189-2";2600;1;30;54;"G";0,9016;616,845544951963;"17"
"189-2";2600;1;30;62;"G";0,9026;616,845544951963;"171"
"189-2";2600;1;30;62;"G";0,9026;616,845544951963;"171A"
"294-2";1700;1;30;42;"G";0,95;845,788031163284;"173A"
"189-2";2600;1;30;65;"G";0,9101;616,845544951963;"173B"
"189-2";2600;1;30;65;"G";0,9146;616,845544951963;"173C"
"189-2";2600;1;30;62;"G";0,9026;616,845544951963;"177A"
"189-2";2600;1;30;62;"G";0,9026;616,845544951963;"177B"
"189-2";2600;1;30;58;"G";0,9;616,845544951963;"181"
"189-2";2600;1;30;58;"G";0,9;616,845544951963;"183"
"180-1";2600;1;30;50;"P";0,9524;754,126350349628;"185"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"187A"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"187B"
"189-2";2600;1;30;56;"G";0,9231;616,845544951963;"19"
"152-2";3000;1;30;50;"P";0,9189;626,196106426631;"191"
"189-2";2600;1;30;58;"G";0,9262;616,845544951963;"193A"
"189-2";2600;1;30;60;"G";0,9135;616,845544951963;"193B"
"152-2";3000;1;30;61;"P";0,9216;626,196106426631;"195"
"152-2";3000;1;30;55;"P";0,913;626,196106426631;"195A"
"189-2";2600;1;30;53;"G";0,9074;616,845544951963;"197B"
"189-2";2600;1;30;58;"G";0,9262;616,845544951963;"201"
"Re 421-1";1500;1;30;55;"G";0,9083;534,35687320148;"203"
"189-2";2600;1;30;53;"G";0,9348;616,845544951963;"207A"
"189-2";2700;1;30;47;"G";0,9048;644,359071856332;"209"
"189-2";2900;1;30;50;"G";0,9153;641,345524332543;"21"
"189-2";2600;1;30;56;"G";0,9085;616,845544951963;"215A"
"189-2";2600;1;30;55;"G";0,9187;616,845544951963;"215B"
"189-2";2600;1;30;61;"G";0,9388;616,845544951963;"221"
"189-2";2600;1;30;61;"G";0,9388;616,845544951963;"223"
"189-2";2600;1;30;61;"G";0,9388;616,845544951963;"225"
"Re 421-1";1500;1;30;65;"G";0,9275;534,35687320148;"251"
"152-2";3000;1;30;67;"P";0,9412;626,196106426631;"253"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"279"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"287"
"189-2";2600;1;30;60;"G";0,9178;616,845544951963;"289"
"189-2";2600;1;30;64;"G";0,96;616,845544951963;"291"
"189-2";2800;1;30;52;"G";0,9079;632,91259551915;"293"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"295"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"297"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"299"
"189-2";2700;1;30;54;"G";0,951;644,359071856332;"303"
"152-2";3000;1;30;55;"P";0,9;626,196106426631;"305"
"189-2";2600;1;30;50;"G";0,9023;616,845544951963;"31"
"189-2";2600;1;30;44;"G";0,9041;616,845544951963;"319"
"189-2";2600;1;30;50;"G";0,9023;616,845544951963;"329"
"189-2";2600;1;30;37;"G";0,9059;616,845544951963;"33"
"189-2";2600;1;30;56;"G";0,9512;616,845544951963;"35"
"180-1";2200;1;30;56;"G";0,9044;710,313658532563;"37"
"189-2";2600;1;30;50;"G";0,9023;616,845544951963;"39A"
"189-2";2600;1;30;60;"G";0,9153;616,845544951963;"39B"
"189-2";2600;1;30;52;"G";0,9231;616,845544951963;"41"
"294-2";1700;1;30;51;"G";0,9487;845,788031163284;"43"
"189-2";2600;1;30;50;"G";0,9023;616,845544951963;"47"
"180-1";2500;1;30;50;"G";0,9286;762,668243508505;"5"
"294-2";1700;1;30;56;"G";0,9146;845,788031163284;"53"
"189-2";2600;1;30;58;"G";0,9036;616,845544951963;"55A"
"180-1";2500;1;30;55;"G";0,902;762,668243508505;"55B"
"189-2";2700;1;30;50;"G";0,9096;624,752739433442;"57A"
"189-2";2600;1;30;56;"G";0,9179;616,845544951963;"57B"
"189-2";2600;1;30;54;"G";0,9211;616,845544951963;"61"
"189-2";2600;1;30;55;"G";0,9091;616,845544951963;"63B"
"189-2";2600;1;30;53;"G";0,94;616,845544951963;"65"
"189-2";2600;1;30;54;"G";0,9796;616,845544951963;"67"
"189-2";2600;1;30;63;"G";0,9318;616,845544951963;"71"
"189-2";2600;1;30;65;"G";0,9211;616,845544951963;"73"
"189-2";2800;1;30;55;"G";0,9038;632,91259551915;"741"
"189-2";2600;1;30;61;"G";0,9245;616,845544951963;"75"
"189-2";2600;1;30;56;"G";0,9012;616,845544951963;"777"
"189-2";2600;1;30;56;"G";0,9274;616,845544951963;"77A"
"189-2";2600;1;30;56;"G";0,9059;616,845544951963;"77B"
"189-2";2600;1;30;60;"G";0,9096;616,845544951963;"79"
"Re 421-1";1500;1;30;61;"G";0,9065;534,35687320148;"81A"
"189-2";2600;1;30;56;"G";0,9036;616,845544951963;"81B"
"189-2";2600;1;30;56;"G";0,9036;616,845544951963;"87"
"189-2";2600;1;30;58;"G";0,9036;616,845544951963;"89"
"Re 421-1";1500;1;30;62;"G";0,9091;534,35687320148;"91"
"189-2";2600;1;30;60;"G";0,9064;616,845544951963;"93"
"Re 421-1";1500;1;30;65;"G";0,9141;534,35687320148;"95"
"189-2";2600;1;30;60;"G";0,9064;616,845544951963;"97"
"G1700-1";1700;1;30;12;"G";0,9107;991,994119278658;"99"
"189-2";2800;1;30;55;"G";0,9038;632,91259551915;"9A"
"189-2";2600;1;30;60;"G";0,9;616,845544951963;"9B"
