"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"101";14;1;7549,57858899588;8697,88774277606;1;1,03981697689655;1,13314986448482;1,17853802815205;1,72988783582759;3
"103";37;3;21942,0841433219;25731,6473097051;1;1,01373866612248;1,11882785247563;1,40159752284007;1,5042168226454;3
"105";59;5;32655,6681647649;36692,0224097139;1;1,06333956015613;1,1309807277228;1,16577685246653;1,38448887374074;2
"107";31;0;16490,2395434573;19606,9809662956;1,00784424707973;1,10587058926827;1,19825503513448;1,26387977711169;1,54024025692562;2
"109A";66;6;36364,3747161757;43192,9903500399;1;1,12437251883073;1,1628231603903;1,3001637531388;1,50077756520074;2
"109B";198;15;113718,441533726;134244,402697365;1;1,11557263581157;1,19960113686014;1,27153382135298;1,48946527441955;2
"111";42;3;22285,2007602967;24540,2167533201;1;1,06797272741716;1,11292324065763;1,14016286483201;1,26813957499218;2
"113";84;8;46332,9702276622;52216,2376666829;1;1,00784424707973;1,11842783343916;1,2207286313897;1,37152412237018;2
"115A";25;2;12915,0454239074;14296,6155752621;1;1,02038805909059;1,03854283960286;1,14289709507921;1,48166714394974;2
"115B";53;4;26181,1989161858;27674,8558862183;1;1,00889310164451;1,05318375595079;1,10523820713073;1,16529125427306;2
"117";80;8;45478,2704441506;52537,9555318583;1;1,02978023145433;1,1835228695198;1,25609472674405;1,38284839095407;2
"119A";54;5;27567,8614568023;31092,1777722039;1;1,08829083100693;1,12731849137266;1,19132707991559;1,30961274465423;2
"11B";26;1;15382,2359092347;19257,0127506871;1;1,10570841873212;1,26103527206251;1,39126375143192;1,67250481050779;2
"121";62;4;31853,7199883883;35292,826058884;1;1,00880482848396;1,05323436898108;1,23044502064049;1,36805022188754;2
"123";74;2;35951,1883520035;37442,6331573211;1;1,01707524665682;1,03774048473527;1,05923510829491;1,15018968107456;2
"125A";59;5;30624,3863131796;34769,3597801186;1;1,00847723928012;1,02894200386692;1,29908457515088;1,55155209844663;2
"125B";40;2;19987,0184183175;21448,5449355952;1;1,00878913605341;1,03565848768446;1,10488264089661;1,28114041588764;2
"125C";38;1;18930,0965926177;20438,7834084728;1;1,00191006770954;1,02894200386692;1,12140988493131;1,30992680170023;2
"127A";25;4;13508,465133317;14656,4615281571;1;1,06797272741716;1,10917390505517;1,12125812658807;1,25246247936671;2
"127C";40;4;19915,5790305623;21415,8545842878;1;1,00573020312862;1,03774048473527;1,14138334857688;1,30992680170023;2
"127D";8;0;3989,60508963252;4233,77338349769;1,03037388638604;1,03037388638604;1,03499345843347;1,03870026039439;1,24250452517176;2
"127E";169;13;84733,7439401672;88832,6081988713;1;1,00877540409711;1,03754042609143;1,08931306562846;1,16939940716404;2
"129A";200;16;99555,385258466;103997,381470816;1;1,00817199141265;1,0209974203648;1,07308114440953;1,17329716128294;2
"129";34;3;19022,2753666031;22244,3160879052;1;1,1024731652702;1,14392168697353;1,23716599702943;1,62642570792894;2
"131A";166;15;80979,0304007449;84853,7903335517;1;1,00781751102966;1,02894200386692;1,08874087349863;1,18825866009492;2
"131B";267;24;131671,658976552;137103,311146933;1;1,00764027083816;1,01912777879367;1,05923510829491;1,17329716128294;2
"133A";147;10;85757,0170670154;103810,96399206;1;1,07121230042555;1,19895446069826;1,34063427943076;1,60233791111738;2
"133B";106;10;59293,1197512098;69780,6344877546;1;1,09957363303346;1,17496270875046;1,2623353809631;1,47937590782885;2
"137";16;0;8118,59069025049;8550,9350851196;1;1;1,01602277592448;1,01602277592448;1,24381616863779;2
"139A";111;9;59746,7550823534;67644,3761223851;1;1,00889310164451;1,12420814528524;1,2219674476364;1,47598759041165;2
"139B";98;7;57867,2595871948;71045,1229305725;1;1,04363562645561;1,20786597771124;1,38918061284504;1,67263095414744;2
"143B";39;2;19573,4184414771;21525,0091563302;1;1,04869323839038;1,05772712427191;1,11861706297605;1,60638990561866;3
"143";53;4;28040,3966556472;32597,5223085072;1;1,11069863747837;1,15469489450541;1,23939190766921;1,34065135579983;2
"145B";25;1;14386,4328799695;16711,251746821;1;1,06403765557863;1,1594877032115;1,24235200536161;1,47516586067767;2
"147";40;4;22540,2239819462;26230,1876472146;1;1,05869386160746;1,13227771536336;1,26533358678244;1,55236481227005;2
"149";99;7;53370,3398418444;62846,7533063704;1;1,13345093399912;1,19831177558847;1,22654040300294;1,50318562506831;2
"151";18;0;10851,1669566763;12259,6155543941;1;1;1,06845238579556;1,14184349665032;1,51115044275899;3
"153";176;15;89672,4007803031;98007,3359007486;1;1,01898244012815;1,05869386160746;1,14871578256054;1,30635322762323;2
"155B";83;10;44592,9310240406;48844,3894262002;1;1,07932467646316;1,09854419745212;1,12898512729496;1,25831032716584;2
"157A";85;8;43135,6426494482;46843,0552743064;1;1,02934237664498;1,04992013424255;1,12740905346738;1,28792204307544;2
"157B";104;9;53684,6094796311;58472,5184668803;1;1,00889310164451;1,04410149476938;1,13837959545442;1,29971525567649;2
"157";79;7;40280,972970337;43727,8286124106;1;1,02946247381694;1,05869386160746;1,12474772839116;1,28792204307544;2
"15";17;1;9968,58998946591;11803,7871793331;1;1,12820124297445;1,20351645942822;1,24826019141834;1,41695109834734;2
"161";72;6;39234,4325609415;44841,9094826632;1;1,05872055634463;1,14488995513765;1,22960051571783;1,33951751781169;2
"163A";27;2;13851,0000377395;14601,7817764429;1;1;1,03831437553724;1,08732874613789;1,17307432248142;3
"163B";78;7;39079,7584679495;40988,4128797378;1;1;1,05297188754259;1,08971635997335;1,18825866009492;2
"165";47;2;25033,5133898677;29164,7540678228;1;1,08948193864406;1,12736641656825;1,2127349333757;1,53344828468998;2
"167A";25;3;13582,9006378221;15072,3510732225;1;1,01882621328476;1,10950859554094;1,19919034695504;1,34231988798118;2
"167";40;3;20774,7859292599;23195,9100557748;1;1;1,05166830153215;1,21845633425091;1,35247712319187;2
"169";182;17;93132,4246789217;100886,615788493;1;1,02934237664498;1,05301678667817;1,11481257464814;1,28792204307544;2
"171A";1;0;592,84316948591;597,493577786885;1,00784424707973;1,00784424707973;1,00784424707973;1,00784424707973;1,00784424707973;1
"171";10;0;5365,79944494219;5876,51191161498;1,03527718389171;1,0666428095531;1,08824092696816;1,11136091507543;1,23587758563586;2
"173A";20;1;12426,2846167409;13863,8462046193;1;1,01490744012776;1,07538576948973;1,15116362033817;1,59646906843152;3
"173B";178;17;90264,2773861344;98354,9688929065;1;1,0295391088425;1,05869386160746;1,14080127282089;1,28792204307544;2
"173C";199;19;100829,876111912;111822,989753482;1;1,03499345843347;1,05932659074;1,19324119137781;1,28792204307544;2
"177A";134;11;69087,4292485488;75992,8318074191;1;1,04325718642799;1,05932659074;1,17375205103251;1,29891904532782;2
"177B";50;5;25867,3599326204;27748,796270969;1;1,02934237664498;1,04992013424255;1,06403659690077;1,26370339286666;2
"17";61;6;32249,1611134271;36337,0126358315;1;1,06797272741716;1,13309654908784;1,25346912505485;1,35671991472122;2
"181";67;5;33435,1477935991;34686,6267962934;1;1;1,03315646251058;1,05531069573397;1,17227649273016;2
"183";33;4;16586,592824172;17959,2553264469;1;1,05923510829491;1,08931306562846;1,12968447876559;1,15934525444411;2
