"TFZ";"NUM_TFZ";"VMAX";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"T10km";"T10kmRound";"COVERAGE";"STA";"GAIN";"NAME"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,725;"129A";9068,7804181963;"G1"
"185-2";1;80;2275;"P";56;FALSE;1;565,049630023443;566;0,905;"129A";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,323529411764706;"129";3033,43997157025;"G1"
"285-2";1;80;2560;"G";35;FALSE;1;778,273586937253;779;0,9118;"129";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,819277108433735;"131A";8505,89059913584;"G1"
"185-2";1;80;2275;"P";60;FALSE;1;565,049630023443;566;0,9036;"131A";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,779026217228464;"131B";13009,0091516195;"G1"
"185-2";1;80;2275;"P";59;FALSE;1;565,049630023443;566;0,9064;"131B";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,26530612244898;"133A";14853,5849135463;"G1"
"G1206-3";1;60;2087;"G";56;FALSE;1;883,367468423894;884;0,9048;"133A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,339622641509434;"133B";9927,621725139;"G1"
"285-2";1;80;2560;"G";54;FALSE;1;778,273586937253;779;0,9057;"133B";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,8125;"137";2213,6140710994;"G1"
"203-1";1;90;1068;"G";55;FALSE;1;672,784322263688;673;1;"137";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,432432432432432;"139A";7495,57570991333;"G1"
"185-2";1;80;2935;"G";54;FALSE;1;658,664144084364;659;0,9099;"139A";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,214285714285714;"139B";7998,08418421721;"G1"
"G1206-3";1;60;2087;"G";54;FALSE;1;883,367468423894;884;0,9184;"139B";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,666666666666667;"143B";8428,33537847735;"G1"
"294-2";1;40;1789;"P";55;FALSE;1;826,673062120555;827;0,9231;"143B";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,339622641509434;"143";2987,27993210418;"G1"
"140-1";1;80;2063;"G";50;FALSE;1;668,466313022513;669;0,9057;"143";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,16;"145B";1103,069080571;"G1"
"285-2";1;70;2560;"G";54;FALSE;1;778,273586937253;779;0,92;"145B";0;"S90"
"185-2";1;100;1675;"P";69;FALSE;1;502,506316794503;503;0,425;"147";4255,29688651935;"G1"
"203-1";1;80;1368;"G";55;FALSE;1;752,817898354465;753;0,9;"147";0;"S90"
"185-2";1;100;1675;"P";68;FALSE;1;502,506316794503;503;0,454545454545455;"149";10998,755454303;"G1"
"264-1";1;80;3076;"G";53;FALSE;1;746,923104667902;747;0,9293;"149";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,444444444444444;"151";2783,8101530846;"G1"
"294-2";1;40;1789;"G";40;FALSE;1;850,482585930078;851;1;"151";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,545454545454545;"153";12733,1987662374;"G1"
"140-1";1;90;1863;"G";63;FALSE;1;635,143803942809;636;0,9034;"153";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,337349397590361;"155B";3713,84964015257;"G1"
"140-1";1;90;1863;"G";62;FALSE;1;635,143803942809;636;0,9091;"155B";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,564705882352941;"157A";6366,59938311869;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,9059;"157A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,576923076923077;"157B";8520,41698681482;"G1"
"145-2";1;90;2580;"G";50;FALSE;1;644,51326657475;645;0,9135;"157B";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,544303797468354;"157";5826,940005744;"G1"
"140-1";1;90;1883;"G";54;FALSE;1;638,016549486224;639;0,9241;"157";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,176470588235294;"15";790,143798669918;"G1"
"264-1";1;80;3456;"G";44;FALSE;1;765,887583017809;766;0,9412;"15";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,347222222222222;"161";5195,1835434515;"G1"
"180-1";1;80;2284;"G";54;FALSE;1;710,313658532563;711;0,9167;"161";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,740740740740741;"163A";6483,33490652104;"G1"
"294-2";1;40;1789;"P";62;FALSE;1;826,673062120555;827;0,9259;"163A";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,67948717948718;"163B";3314,79560113382;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9136;"163B";0;"S90"
"185-2";1;100;1675;"P";70;FALSE;1;502,506316794503;503;0,404255319148936;"165";3948,33949302314;"G1"
"180-1";1;80;2284;"G";53;FALSE;1;710,313658532563;711;0,9574;"165";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,4;"167A";1420,06949780247;"G1"
"145-2";1;80;2580;"G";50;FALSE;1;644,51326657475;645;0,9077;"167A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,525;"167";2982,14594538519;"G1"
"145-2";1;80;2580;"G";50;FALSE;1;644,51326657475;645;0,9077;"167";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,582417582417582;"169";14059,5736377204;"G1"
"140-1";1;90;1863;"G";59;FALSE;1;635,143803942809;636;0,9011;"169";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0;"171A";0;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"171A";0;"S90"
"185-2";1;100;1675;"P";80;FALSE;1;502,506316794503;503;0,1;"171";132,637487148306;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"171";0;"S90"
"185-2";1;100;1675;"P";70;FALSE;1;502,506316794503;503;0,1;"173A";695,95253827115;"G1"
"294-2";1;40;1789;"G";42;FALSE;1;850,482585930078;851;0,95;"173A";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,589887640449438;"173B";13926,9361505721;"G1"
"140-1";1;90;1863;"G";58;FALSE;1;635,143803942809;636;0,9045;"173B";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,522613065326633;"173C";13794,2986634238;"G1"
"140-1";1;90;1863;"G";60;FALSE;1;635,143803942809;636;0,9045;"173C";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,514925373134328;"177A";9151,98661323311;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"177A";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,64;"177B";4244,39958874579;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"177B";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,327868852459016;"17";2840,13899560494;"G1"
"145-2";1;90;2580;"G";46;FALSE;1;644,51326657475;645;0,9016;"17";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,746268656716418;"181";3127,165661447;"G1"
"185-2";1;80;2275;"P";55;FALSE;1;565,049630023443;566;0,9;"181";0;"S90"
"185-2";1;100;1675;"P";53;FALSE;1;502,506316794503;503;0,515151515151515;"183";1063,23632489198;"G1"
"185-2";1;80;2275;"P";55;FALSE;1;565,049630023443;566;0,9;"183";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,619047619047619;"185";4214,16768923868;"G1"
"294-2";1;40;1789;"P";50;FALSE;1;826,673062120555;827;0,9524;"185";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,45985401459854;"187A";8356,16169034328;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"187A";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,425;"187B";2254,8372815212;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"187B";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,837837837837838;"191";1938,84271009714;"G1"
"185-2";1;80;2275;"P";50;FALSE;1;565,049630023443;566;0,9189;"191";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,74;"193A";4628,20517894156;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,906;"193A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,673076923076923;"193B";9284,62410038142;"G1"
"140-1";1;90;1863;"G";58;FALSE;1;635,143803942809;636;0,9135;"193B";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,706521739130435;"195A";4065,3153598811;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9022;"195A";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,862745098039216;"195";2751,90578207336;"G1"
"185-2";1;80;2275;"P";61;FALSE;1;565,049630023443;566;0,9216;"195";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,703703703703704;"197B";5149,3888422854;"G1"
"140-1";1;90;1883;"G";53;FALSE;1;638,016549486224;639;0,9074;"197B";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,365384615384615;"19";3442,62488154191;"G1"
"180-1";1;90;2084;"G";56;FALSE;1;683,697100033551;684;0,9038;"19";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,368421052631579;"1";5001,13711644149;"G1"
"371-1";1;80;2084;"G";58;FALSE;1;740,655703291717;741;0,9123;"1";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,836734693877551;"201";2564,27584238654;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,906;"201";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,770642201834862;"203";11141,5489204577;"G1"
"140-1";1;90;1863;"G";59;FALSE;1;635,143803942809;636;0,9358;"203";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,543478260869565;"207A";3550,17374450617;"G1"
"145-2";1;80;2580;"G";54;FALSE;1;644,51326657475;645;0,913;"207A";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,428571428571429;"209";4505,60846807932;"G1"
"203-1";1;80;1368;"G";47;FALSE;1;752,817898354465;753;0,9048;"209";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,767605633802817;"215A";14457,4860991654;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9014;"215A";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,747967479674797;"215B";12202,6488176442;"G1"
"140-1";1;90;1863;"G";55;FALSE;1;635,143803942809;636;0,9106;"215B";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,355932203389831;"21";5791,11267299775;"G1"
"285-2";1;90;2560;"G";50;FALSE;1;778,273586937253;779;0,9153;"21";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,736842105263158;"221";1751,21277041032;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"221";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,790697674418605;"223";4252,94529956792;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"223";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,782608695652174;"225";1125,77963812092;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"225";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,869565217391304;"251";7505,1975874728;"G1"
"185-2";1;80;2275;"P";62;FALSE;1;565,049630023443;566;0,9058;"251";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,823529411764706;"253";875,60638520516;"G1"
"185-2";1;80;2275;"P";67;FALSE;1;565,049630023443;566;0,9412;"253";0;"S90"
"185-2";1;100;1675;"P";75;FALSE;1;502,506316794503;503;1;"287";132,637487148306;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"287";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,64;"289";2122,1997943729;"G1"
"140-1";1;90;1863;"G";60;FALSE;1;635,143803942809;636;0,9178;"289";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,2;"291";663,18743574153;"G1"
"140-1";1;90;1863;"G";64;FALSE;1;635,143803942809;636;0,96;"291";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,309210526315789;"293";12378,9195124954;"G1"
"264-1";1;80;3456;"G";50;FALSE;1;765,887583017809;766;0,9079;"293";0;"S90"
"185-2";1;100;1675;"P";69;FALSE;1;502,506316794503;503;0,5;"295";663,18743574153;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"295";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,521739130434783;"297";3183,29969155934;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"297";0;"S90"
"185-2";1;100;1675;"P";68;FALSE;1;502,506316794503;503;0,428571428571429;"299";795,824922889836;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"299";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,343137254901961;"303";5465,52395514514;"G1"
"185-2";1;80;2935;"G";54;FALSE;1;658,664144084364;659;0,9412;"303";0;"S90"
"185-2";1;100;1675;"P";40;FALSE;1;502,506316794503;503;0,7;"305";1313,40957780774;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9;"305";0;"S90"
"185-2";1;100;1675;"P";57;FALSE;1;502,506316794503;503;0,26027397260274;"319";4544,28996096682;"G1"
"203-1";1;80;1267;"G";44;FALSE;1;741,679472634862;742;0,9041;"319";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,275862068965517;"31";1429,54524698287;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"31";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,4;"329";2144,31787047431;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"329";0;"S90"
"185-2";1;100;1675;"P";68;FALSE;1;502,506316794503;503;0,388235294117647;"33";8691,5817853691;"G1"
"264-1";1;80;3456;"G";37;FALSE;1;765,887583017809;766;0,9059;"33";0;"S90"
"185-2";1;100;1675;"P";70;FALSE;1;502,506316794503;503;0,219512195121951;"35";1193,73738433475;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9268;"35";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,25;"37";8069,64811638608;"G1"
"180-1";1;80;2384;"G";52;FALSE;1;739,848908452917;740;0,9044;"37";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,412698412698413;"39A";4646,02205269433;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"39A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,440677966101695;"39B";4060,10350953639;"G1"
"185-2";1;80;2935;"G";58;FALSE;1;658,664144084364;659;0,9153;"39B";0;"S90"
"185-2";1;100;1675;"P";57;FALSE;1;502,506316794503;503;0,153846153846154;"41";2373,42591658414;"G1"
"180-1";1;90;2384;"G";52;FALSE;1;739,848908452917;740;0,9077;"41";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,282051282051282;"43";3827,73896049133;"G1"
"294-2";1;40;1789;"G";51;FALSE;1;850,482585930078;851;0,9487;"43";0;"S90"
"185-2";1;100;1675;"P";80;FALSE;1;502,506316794503;503;0,0909090909090909;"47";178,693155872859;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"47";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,25609756097561;"53";7307,50165184708;"G1"
"294-2";1;40;1789;"G";56;FALSE;1;850,482585930078;851;0,9146;"53";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,275862068965517;"55A";1217,1760246609;"G1"
"151-1";1;80;2918;"G";54;FALSE;1;654,653319877115;655;0,9157;"55A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,274509803921569;"55B";3860,7417819985;"G1"
"285-2";1;70;2560;"G";43;FALSE;1;778,273586937253;779;0,902;"55B";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,299435028248588;"57A";10244,1308845001;"G1"
"140-1";1;80;2283;"G";40;FALSE;1;695,791805181298;696;0,904;"57A";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,373134328358209;"57B";7807,89136449305;"G1"
"185-2";1;80;2935;"G";40;FALSE;1;658,664144084364;659;0,903;"57B";0;"S90"
"185-2";1;100;1675;"P";56;FALSE;1;502,506316794503;503;0,380952380952381;"5";4412,276322284;"G1"
"285-2";1;70;2560;"G";50;FALSE;1;778,273586937253;779;0,9048;"5";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,315789473684211;"61";1591,64984577967;"G1"
"140-1";1;90;1863;"G";53;FALSE;1;635,143803942809;636;0,9474;"61";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,651515151515151;"63B";6106,29884055062;"G1"
"145-2";1;80;2580;"G";54;FALSE;1;644,51326657475;645;0,9091;"63B";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,36;"65";2387,47476866951;"G1"
"140-1";1;90;1863;"G";53;FALSE;1;635,143803942809;636;0,92;"65";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,612244897959184;"67";1876,2993968682;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9184;"67";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,886363636363636;"71";2439,18921592866;"G1"
"185-2";1;80;2275;"P";63;FALSE;1;565,049630023443;566;0,9091;"71";0;"S90"
"185-2";1;100;1675;"P";70;FALSE;1;502,506316794503;503;0,263157894736842;"73";1326,37487148306;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9211;"73";0;"S90"
"185-2";1;100;1675;"P";68;FALSE;1;502,506316794503;503;0,166666666666667;"741";1250,85209111001;"G1"
"180-1";1;80;2064;"G";55;FALSE;1;681,199472667362;682;0,9038;"741";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,358490566037736;"75";2520,11225581781;"G1"
"140-1";1;90;1863;"G";60;FALSE;1;635,143803942809;636;0,9057;"75";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;1;"777";187,62993968682;"G1"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9136;"777";0;"S90"
"185-2";1;100;1675;"P";56;FALSE;1;502,506316794503;503;0,354838709677419;"77A";6248,30579033087;"G1"
"145-2";1;80;2580;"G";56;FALSE;1;644,51326657475;645;0,9032;"77A";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,294117647058824;"77B";5953,73466243035;"G1"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9059;"77B";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,614814814814815;"79";15038,835008841;"G1"
"180-1";1;80;2084;"G";56;FALSE;1;683,697100033551;684;0,904;"79";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,607476635514019;"81A";11068,070355497;"G1"
"203-1";1;90;1068;"G";61;FALSE;1;672,784322263688;673;0,9065;"81A";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,296296296296296;"81B";1905,19509197771;"G1"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9036;"81B";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,267857142857143;"87";3572,24079745821;"G1"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9036;"87";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,664233576642336;"89";13845,3772805177;"G1"
"151-1";1;80;2918;"G";54;FALSE;1;654,653319877115;655;0,9157;"89";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,767676767676768;"91";4753,29180539944;"G1"
"185-2";1;80;2275;"P";61;FALSE;1;565,049630023443;566;0,9091;"91";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,68;"93";2254,8372815212;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,903;"93";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,859375;"95";6879,7644551834;"G1"
"185-2";1;80;2275;"P";65;FALSE;1;565,049630023443;566;0,9141;"95";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,653284671532847;"97";23742,1101995468;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,903;"97";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,238095238095238;"99";4926,1939245786;"G1"
"G1000-1";1;40;1380;"G";12;FALSE;1;995,125709252363;996;0,9107;"99";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,5;"9A";5539,48783205863;"G1"
"180-1";1;80;2064;"G";55;FALSE;1;681,199472667362;682;0,9038;"9A";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,471428571428571;"9B";4377,0370758941;"G1"
"140-1";1;90;1863;"G";57;FALSE;1;635,143803942809;636;0,9143;"9B";0;"S90"
