"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"101";14;1;7549,57858899588;8697,88774277606;1;1,03981697689655;1,13314986448482;1,17853802815205;1,72988783582759;3
"103";37;3;21942,0841433219;25731,6473097051;1;1,01373866612248;1,11882785247563;1,40159752284007;1,5042168226454;3
"105";59;5;32655,6681647649;36692,0224097139;1;1,06333956015613;1,1309807277228;1,16577685246653;1,38448887374074;2
"107";31;0;16490,2395434573;19606,9809662956;1,00784424707973;1,10587058926827;1,19825503513448;1,26387977711169;1,54024025692562;2
"109A";66;6;36364,3747161757;43527,6272479082;1;1,14795009390388;1,18720702774897;1,3001637531388;1,50077756520074;2
"109B";198;15;113718,441533726;134244,402697365;1;1,11557263581157;1,19960113686014;1,27153382135298;1,48946527441955;2
"111";42;3;22285,2007602967;24540,2167533201;1;1,06797272741716;1,11292324065763;1,14016286483201;1,26813957499218;2
"113";84;4;46332,9702276622;52564,3723201721;1;1,03637259132781;1,12567163559659;1,22414639760412;1,37152412237018;2
"115A";25;2;12915,0454239074;14296,6155752621;1;1,02038805909059;1,03854283960286;1,14289709507921;1,48166714394974;2
"115B";53;4;26181,1989161858;27674,8558862183;1;1,00889310164451;1,05318375595079;1,10523820713073;1,16529125427306;2
"117";80;8;45478,2704441506;52537,9555318583;1;1,02978023145433;1,1835228695198;1,25609472674405;1,38284839095407;2
"119A";54;5;27567,8614568023;31092,1777722039;1;1,08829083100693;1,12731849137266;1,19132707991559;1,30961274465423;2
"11B";26;2;15382,2359092347;19717,8267265375;1;1,09248233626187;1,20874431428354;1,40986633280055;1,70093397669575;2
"121";62;4;31853,7199883883;35245,3711389264;1;1,00880482848396;1,05323436898108;1,22595005765763;1,3630525706289;2
"123";74;2;35951,1883520035;37442,6331573211;1;1,01707524665682;1,03774048473527;1,05923510829491;1,15018968107456;2
"125A";59;5;30624,3863131796;34769,3597801186;1;1,00847723928012;1,02894200386692;1,29908457515088;1,55155209844663;2
"125B";40;2;19987,0184183175;21396,571198887;1;1,00878913605341;1,03565848768446;1,10488264089661;1,26822647405844;2
"125C";38;1;18930,0965926177;20380,3129546761;1;1,00191006770954;1,02894200386692;1,12140988493131;1,29672269205862;2
"127A";25;4;13508,465133317;14643,46809398;1;1,06797272741716;1,10367288649491;1,12125812658807;1,23983761217711;2
"127C";40;4;19915,5790305623;21363,8808475796;1;1,00573020312862;1,03774048473527;1,13523139659763;1,29672269205862;2
"127D";8;0;3989,60508963252;4227,27666640917;1,03037388638604;1,03037388638604;1,03499345843347;1,03870026039439;1,22998003452139;2
"127E";169;13;84733,7439401672;88832,6081988713;1;1,00877540409711;1,03754042609143;1,08931306562846;1,16939940716404;2
"129A";200;16;99555,385258466;103997,381470816;1;1,00817199141265;1,0209974203648;1,07308114440953;1,17329716128294;2
"129";34;3;19022,2753666031;22244,3160879052;1;1,1024731652702;1,14392168697353;1,23716599702943;1,62642570792894;2
"131A";166;15;80979,0304007449;84853,7903335517;1;1,00781751102966;1,02894200386692;1,08874087349863;1,18825866009492;2
"131B";267;24;131671,658976552;137103,311146933;1;1,00764027083816;1,01912777879367;1,05923510829491;1,17329716128294;2
"133A";147;10;85757,0170670154;103810,96399206;1;1,07121230042555;1,19895446069826;1,34063427943076;1,60233791111738;2
"133B";106;10;59293,1197512098;70410,1993958409;1;1,10074636935496;1,14458804838812;1,27352706540451;1,68016239385567;2
"137";16;0;8118,59069025049;8550,9350851196;1;1;1,01602277592448;1,01602277592448;1,24381616863779;2
"139A";111;9;59746,7550823534;67509,5042446108;1;1,00889310164451;1,12420814528524;1,21750345424275;1,47059563102235;2
"139B";98;7;57867,2595871948;71045,1229305725;1;1,04363562645561;1,20786597771124;1,38918061284504;1,67263095414744;2
"143B";39;2;19573,4184414771;21525,0091563302;1;1,04869323839038;1,05772712427191;1,11861706297605;1,60638990561866;3
"143";53;4;28040,3966556472;32597,5223085072;1;1,11069863747837;1,15469489450541;1,23939190766921;1,34065135579983;2
"145B";25;1;14386,4328799695;16711,251746821;1;1,06403765557863;1,1594877032115;1,24235200536161;1,47516586067767;2
"147";40;4;22540,2239819462;26230,1876472146;1;1,05869386160746;1,13227771536336;1,26533358678244;1,55236481227005;2
"149";99;7;53370,3398418444;63415,2975406233;1;1,04992013424255;1,11169436078727;1,32487058550528;1,58600865290115;2
"151";18;0;10851,1669566763;12271,8873855136;1;1;1,07138346032772;1,14184349665032;1,51115044275899;3
"153";176;15;89672,4007803031;97670,0638896322;1;1,01898244012815;1,05869386160746;1,14241950529567;1,29318513973785;2
"155B";83;10;44592,9310240406;48727,4485186067;1;1,07776126753145;1,09854419745212;1,12601381618336;1,25831032716584;2
"157A";85;8;43135,6426494482;46787,0427913061;1;1,02934237664498;1,04992013424255;1,13227771536336;1,27493974219837;2
"157B";104;9;53684,6094796311;58472,5184668803;1;1,00889310164451;1,04410149476938;1,13837959545442;1,29971525567649;2
"157";79;6;40280,972970337;43834,6353406195;1;1,02946247381694;1,05869386160746;1,13414079338536;1,27493974219837;2
"15";17;1;9968,58998946591;11828,2440179843;1;1,17805041498565;1,20351645942822;1,22669230216273;1,41695109834734;2
"161";72;6;39234,4325609415;45781,158888151;1;1,10074636935496;1,16348422825856;1,23123761171134;1,53344828468998;2
"163A";27;2;13851,0000377395;14601,7817764429;1;1;1,03831437553724;1,08732874613789;1,17307432248142;3
"163B";78;7;39079,7584679495;40988,4128797378;1;1;1,05297188754259;1,08971635997335;1,18825866009492;2
"165";47;2;25033,5133898677;29164,7540678228;1;1,08948193864406;1,12736641656825;1,2127349333757;1,53344828468998;2
"167A";25;3;13582,9006378221;15044,8771721944;1;1,01882621328476;1,1054554277988;1,1948095610373;1,33741623271303;2
"167";40;3;20774,7859292599;23155,9480179158;1;1;1,05166830153215;1,21400516737485;1,34753636232736;2
"169";182;17;93132,4246789217;100598,176790159;1;1,02934237664498;1,05301678667817;1,10993916941612;1,27493974219837;2
"171A";1;0;592,84316948591;597,493577786885;1,00784424707973;1,00784424707973;1,00784424707973;1,00784424707973;1,00784424707973;1
"171";10;0;5365,79944494219;5850,52504326088;1,03527718389171;1,06390316548578;1,08276163883353;1,1029034666955;1,23587758563586;2
"173A";20;1;12426,2846167409;14467,9988698616;1;1,05860192241229;1,13560943390334;1,20988373589208;1,59646906843152;3
"173B";178;16;90264,2773861344;98206,9198304751;1;1,03003917388912;1,05869386160746;1,13955452211241;1,27493974219837;2
"173C";199;19;100829,876111912;111407,199859816;1;1,03499345843347;1,05932659074;1,19324119137781;1,27493974219837;2
"177A";134;12;69087,4292485488;75625,8375068682;1;1,04325718642799;1,05932659074;1,170719267767;1,28582589426944;2
"177B";50;5;25867,3599326204;27683,8291000837;1;1,02934237664498;1,04992013424255;1,06403659690077;1,25096521686154;2
"17";61;6;32249,1611134271;36337,0126358315;1;1,06797272741716;1,13309654908784;1,25346912505485;1,35671991472122;2
"181";67;5;33435,1477935991;34686,6267962934;1;1;1,03315646251058;1,05531069573397;1,17227649273016;2
"183";33;4;16586,592824172;17959,2553264469;1;1,05923510829491;1,08931306562846;1,12968447876559;1,15934525444411;2
