"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"145-2";2500;1;70;65;"G";0,9045;723,959567107584;"173B"
"145-2";2500;1;70;65;"G";0,9095;723,959567107584;"173C"
"145-2";2500;1;70;60;"G";0,9077;723,959567107584;"177A"
"145-2";2500;1;70;60;"G";0,9077;723,959567107584;"177B"
"145-2";2500;1;70;57;"G";0,9;723,959567107584;"181"
"145-2";2500;1;70;57;"G";0,9;723,959567107584;"183"
"G1206-4";1900;1;50;50;"P";0,9524;1227,12105151181;"185"
"145-2";2500;1;70;55;"G";0,9008;723,959567107584;"187A"
"145-2";2500;1;70;55;"G";0,9008;723,959567107584;"187B"
"145-2";2500;1;70;56;"G";0,9231;723,959567107584;"19"
"285-2";2600;1;60;50;"P";0,9189;1032,98345043618;"191"
"145-2";2500;1;70;58;"G";0,9329;723,959567107584;"193A"
"145-2";2500;1;70;60;"G";0,9135;723,959567107584;"193B"
"285-2";2600;1;60;61;"P";0,9216;1032,98345043618;"195"
"285-2";2600;1;60;54;"P";0,9239;1032,98345043618;"195A"
"G1700-2";1700;1;60;53;"G";0,9259;1032,5972504897;"197B"
"145-2";2500;1;70;58;"G";0,9329;723,959567107584;"201"
"145-2";2500;1;70;62;"G";0,9083;723,959567107584;"203"
"145-2";2500;1;70;53;"G";0,9348;723,959567107584;"207A"
"203-1";1300;1;60;47;"G";0,9048;923,547094128986;"209"
"285-2";2400;1;60;50;"G";0,9153;956,469649570973;"21"
"145-2";2500;1;70;60;"G";0,9085;723,959567107584;"215A"
"145-2";2500;1;70;55;"G";0,935;723,959567107584;"215B"
"145-2";2500;1;70;61;"G";0,9388;723,959567107584;"221"
"145-2";2500;1;70;61;"G";0,9388;723,959567107584;"223"
"145-2";2500;1;70;61;"G";0,9388;723,959567107584;"225"
"145-2";2500;1;70;66;"G";0,9058;723,959567107584;"251"
"285-2";2600;1;60;67;"P";0,9412;1032,98345043618;"253"
"145-2";2500;1;70;55;"G";0,9008;723,959567107584;"279"
"145-2";2500;1;70;55;"G";0,9008;723,959567107584;"287"
"145-2";2500;1;70;60;"G";0,9178;723,959567107584;"289"
"145-2";2500;1;70;64;"G";0,96;723,959567107584;"291"
"264-1";3100;1;60;40;"G";0,9013;918,363911070307;"293"
"145-2";2500;1;70;55;"G";0,9008;723,959567107584;"295"
"145-2";2500;1;70;55;"G";0,9008;723,959567107584;"297"
"145-2";2500;1;70;55;"G";0,9008;723,959567107584;"299"
"145-2";2700;1;70;54;"G";0,9412;772,111907732297;"303"
"285-2";2600;1;60;55;"P";0,9;1032,98345043618;"305"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"31"
"264-1";3100;1;60;44;"G";0,9178;918,363911070307;"319"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"329"
"180-1";1800;1;50;37;"G";0,9059;903,606666152634;"33"
"145-2";2500;1;70;56;"G";0,9268;723,959567107584;"35"
"180-1";2200;1;60;54;"G";0,9044;1171,53856994013;"37"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"39A"
"145-2";2700;1;80;60;"G";0,9153;757,545597576302;"39B"
"145-2";2500;1;70;52;"G";0,9385;723,959567107584;"41"
"1293-2";1700;1;50;51;"G";0,9487;1468,67315441507;"43"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"47"
"285-2";2500;1;60;50;"G";0,9048;983,383650415768;"5"
"285-2";2500;1;50;50;"G";0,9024;1020,70135264965;"53"
"145-2";2500;1;70;52;"G";0,9036;723,959567107584;"55A"
"285-2";2500;1;60;49;"G";0,902;983,383650415768;"55B"
"185-2";3000;1;60;40;"G";0,904;879,88024673456;"57A"
"145-2";2600;1;80;55;"G";0,903;730,776569346291;"57B"
"145-2";2500;1;70;54;"G";0,9211;723,959567107584;"61"
"145-2";2600;1;70;54;"G";0,9091;746,53824117317;"63B"
"145-2";2500;1;70;53;"G";0,92;723,959567107584;"65"
"145-2";2500;1;70;54;"G";0,9796;723,959567107584;"67"
"145-2";2500;1;70;63;"G";0,9318;723,959567107584;"71"
"145-2";2500;1;70;64;"G";0,9211;723,959567107584;"73"
"6186-1";2800;1;60;55;"G";0,9038;819,997140191811;"741"
"145-2";2500;1;70;61;"G";0,9057;723,959567107584;"75"
"145-2";2500;1;70;56;"G";0,9012;723,959567107584;"777"
"145-2";2700;1;70;56;"G";0,9274;772,111907732297;"77A"
"145-2";2700;1;70;56;"G";0,9059;772,111907732297;"77B"
"180-1";1800;1;60;56;"G";0,904;855,965280693798;"79"
"203-1";1000;1;70;61;"G";0,9159;782,31639342372;"81A"
"145-2";2700;1;70;55;"G";0,9036;772,111907732297;"81B"
"145-2";2700;1;70;55;"G";0,9036;772,111907732297;"87"
"145-2";2500;1;70;52;"G";0,9036;723,959567107584;"89"
"145-2";2500;1;70;65;"G";0,9192;723,959567107584;"91"
"145-2";2500;1;70;58;"G";0,9097;723,959567107584;"93"
"145-2";2500;1;70;65;"G";0,9453;723,959567107584;"95"
"145-2";2500;1;70;58;"G";0,9097;723,959567107584;"97"
"145-2";2700;1;70;42;"G";0,9286;772,111907732297;"99"
"6186-1";2800;1;60;55;"G";0,9038;819,997140191811;"9A"
"145-2";2500;1;70;57;"G";0,9;723,959567107584;"9B"
