"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"285-2";2500;1;80;58;"G";0,9123;983,383650415768;"1"
"285-2";2500;1;80;52;"G";0,9107;983,383650415768;"101"
"1293-2";1700;1;50;37;"G";0,9459;1468,67315441507;"103"
"285-2";2500;1;60;56;"G";0,9153;983,383650415768;"105"
"285-2";2500;1;80;60;"G";0,9032;983,383650415768;"107"
"285-2";2500;1;60;50;"G";0,9091;983,383650415768;"109A"
"285-2";2500;1;60;53;"G";0,9242;983,383650415768;"109B"
"285-2";2500;1;80;60;"G";0,9266;983,383650415768;"111"
"285-2";2500;1;80;55;"G";0,9048;983,383650415768;"113"
"285-2";2500;1;80;60;"G";0,92;983,383650415768;"115A"
"285-2";2500;1;80;60;"G";0,9623;983,383650415768;"115B"
"285-2";2500;1;60;44;"G";0,9;983,383650415768;"117"
"285-2";2500;1;60;56;"G";0,9074;983,383650415768;"119A"
"G1206-3";1800;1;50;58;"G";0,9231;1214,0693328173;"11B"
"285-2";2500;1;60;60;"G";0,9355;983,383650415768;"121"
"203-1";1000;1;70;65;"G";0,9189;782,31639342372;"123"
"285-2";2500;1;60;66;"G";0,9153;983,383650415768;"125A"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"125B"
"285-2";2500;1;80;63;"G";0,9008;983,383650415768;"125C"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"127A"
"285-2";2500;1;60;61;"G";0,9041;983,383650415768;"127C"
"285-2";2500;1;60;61;"G";0,9041;983,383650415768;"127D"
"285-2";2500;1;80;65;"G";0,9053;983,383650415768;"127E"
"285-2";2500;1;60;35;"G";0,9118;983,383650415768;"129"
"285-2";2500;1;80;61;"G";0,905;983,383650415768;"129A"
"203-1";1000;1;70;60;"G";0,9036;782,31639342372;"131A"
"203-1";1000;1;70;61;"G";0,9026;782,31639342372;"131B"
"G1206-3";1800;1;50;47;"G";0,9048;1214,0693328173;"133A"
"285-2";2500;1;60;54;"G";0,9057;983,383650415768;"133B"
"203-1";1000;1;70;55;"G";1;782,31639342372;"137"
"285-2";2500;1;60;54;"G";0,955;983,383650415768;"139A"
"G1206-3";1800;1;50;53;"G";0,9082;1214,0693328173;"139B"
"285-2";2500;1;60;54;"G";0,9057;983,383650415768;"143"
"G1206-4";1900;1;50;55;"P";0,9231;1227,12105151181;"143B"
"285-2";2500;1;60;54;"G";0,92;983,383650415768;"145B"
"285-2";2500;1;80;55;"G";0,9;983,383650415768;"147"
"285-2";2500;1;60;54;"G";0,9091;983,383650415768;"149"
"285-2";2500;1;60;54;"G";0,9412;983,383650415768;"15"
"1293-2";1700;1;50;40;"G";0,9444;1468,67315441507;"151"
"285-2";2500;1;80;64;"G";0,9091;983,383650415768;"153"
"285-2";2500;1;80;63;"G";0,9008;983,383650415768;"155B"
"285-2";2500;1;80;64;"G";0,9241;983,383650415768;"157"
"285-2";2500;1;80;65;"G";0,9059;983,383650415768;"157A"
"285-2";2500;1;80;61;"G";0,9231;983,383650415768;"157B"
"285-2";2500;1;60;56;"G";0,9028;983,383650415768;"161"
"G1206-4";1900;1;50;62;"P";0,9259;1227,12105151181;"163A"
"285-2";2500;1;80;56;"G";0,9012;983,383650415768;"163B"
"285-2";2500;1;60;53;"G";0,9787;983,383650415768;"165"
"285-2";2500;1;60;56;"G";0,9077;983,383650415768;"167"
"285-2";2500;1;60;56;"G";0,9077;983,383650415768;"167A"
"285-2";2500;1;80;65;"G";0,9176;983,383650415768;"169"
"285-2";2500;1;80;54;"G";0,918;983,383650415768;"17"
"285-2";2500;1;80;61;"G";0,9077;983,383650415768;"171"
"285-2";2500;1;80;61;"G";0,9077;983,383650415768;"171A"
"1293-2";1700;1;50;42;"G";0,9;1468,67315441507;"173A"
"285-2";2500;1;80;65;"G";0,9101;983,383650415768;"173B"
"285-2";2500;1;60;66;"G";0,9045;983,383650415768;"173C"
