"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"185CL1-1";2900;1;50;60;"G";0,9123;899,944830115219;"1"
"185CL1-1";2900;1;50;52;"G";0,9107;899,944830115219;"101"
"1293-2";1700;1;50;37;"G";0,9459;1468,67315441507;"103"
"185CL1-1";2900;1;50;52;"G";0,9153;899,944830115219;"105"
"285-2";2300;1;60;60;"G";0,9032;952,523710078477;"107"
"285-2";2400;1;60;50;"G";0,9091;956,469649570973;"109A"
"285-2";2500;1;60;53;"G";0,9242;983,383650415768;"109B"
"185CL1-1";2900;1;50;60;"G";0,904;899,944830115219;"111"
"185CL1-1";2900;1;50;55;"G";0,9167;899,944830115219;"113"
"285-2";2300;1;60;60;"G";0,92;952,523710078477;"115A"
"185CL1-1";2900;1;50;60;"G";0,9811;899,944830115219;"115B"
"285-2";2400;1;60;34;"G";0,9;956,469649570973;"117"
"185CL1-1";2900;1;50;52;"G";0,9074;899,944830115219;"119A"
"G1206-3";1800;1;50;58;"G";0,9231;1214,0693328173;"11B"
"185CL1-1";2900;1;50;60;"G";0,9194;899,944830115219;"121"
"203-1";1000;1;70;65;"G";0,9189;782,31639342372;"123"
"185CL1-1";2900;1;50;60;"G";0,9153;899,944830115219;"125A"
"185CL1-1";2900;1;50;56;"G";0,9008;899,944830115219;"125B"
"185CL1-1";2900;1;50;64;"G";0,9008;899,944830115219;"125C"
"185CL1-1";2900;1;50;56;"G";0,9008;899,944830115219;"127A"
"185CL1-1";2900;1;50;61;"G";0,9041;899,944830115219;"127C"
"185CL1-1";2900;1;50;61;"G";0,9041;899,944830115219;"127D"
"185CL1-1";2900;1;50;64;"G";0,9172;899,944830115219;"127E"
"285-2";2400;1;60;35;"G";0,9118;956,469649570973;"129"
"185CL1-1";2900;1;50;61;"G";0,91;899,944830115219;"129A"
"203-1";1000;1;70;60;"G";0,9036;782,31639342372;"131A"
"203-1";1000;1;70;61;"G";0,9026;782,31639342372;"131B"
"G1206-3";1800;1;50;47;"G";0,9048;1214,0693328173;"133A"
"285-2";2400;1;60;54;"G";0,9057;956,469649570973;"133B"
"203-1";1000;1;70;55;"G";1;782,31639342372;"137"
"185CL1-1";2900;1;50;54;"G";0,9189;899,944830115219;"139A"
"G1206-3";1800;1;50;53;"G";0,9082;1214,0693328173;"139B"
"185CL1-1";2900;1;50;50;"G";0,9245;899,944830115219;"143"
"G1206-4";1900;1;50;55;"P";0,9231;1227,12105151181;"143B"
"285-2";2500;1;60;54;"G";0,92;983,383650415768;"145B"
"285-2";2300;1;60;55;"G";0,9;952,523710078477;"147"
"185CL1-1";2900;1;50;53;"G";0,9091;899,944830115219;"149"
"285-2";2400;1;60;44;"G";0,9412;956,469649570973;"15"
"1293-2";1700;1;50;40;"G";0,9444;1468,67315441507;"151"
"185CL1-1";2900;1;50;64;"G";0,9148;899,944830115219;"153"
"185CL1-1";2900;1;50;64;"G";0,9008;899,944830115219;"155B"
"285-2";2300;1;60;64;"G";0,9241;952,523710078477;"157"
"285-2";2300;1;60;65;"G";0,9059;952,523710078477;"157A"
"285-2";2300;1;60;60;"G";0,9038;952,523710078477;"157B"
"180-1";2000;1;70;54;"G";0,9167;908,8198980868;"161"
"G1206-4";1900;1;50;62;"P";0,9259;1227,12105151181;"163A"
"185CL1-1";2900;1;50;56;"G";0,9012;899,944830115219;"163B"
"185CL1-1";2900;1;50;50;"G";0,9149;899,944830115219;"165"
"185CL1-1";2900;1;50;56;"G";0,9077;899,944830115219;"167"
"185CL1-1";2900;1;50;56;"G";0,9077;899,944830115219;"167A"
"185CL1-1";2900;1;50;65;"G";0,9121;899,944830115219;"169"
"185CL1-1";2900;1;50;54;"G";0,9016;899,944830115219;"17"
"185CL1-1";2900;1;50;62;"G";0,9026;899,944830115219;"171"
"185CL1-1";2900;1;50;62;"G";0,9026;899,944830115219;"171A"
"1293-2";1700;1;50;42;"G";0,9;1468,67315441507;"173A"
"185CL1-1";2900;1;50;65;"G";0,9045;899,944830115219;"173B"
"185CL1-1";2900;1;50;65;"G";0,9196;899,944830115219;"173C"
"185CL1-1";2900;1;50;62;"G";0,9026;899,944830115219;"177A"
"185CL1-1";2900;1;50;62;"G";0,9026;899,944830115219;"177B"
"185CL1-1";2900;1;50;57;"G";0,9;899,944830115219;"181"
"185CL1-1";2900;1;50;57;"G";0,9;899,944830115219;"183"
