"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"145-2";2700;1;70;65;"G";0,9045;772,111907732297;"173B"
"145-2";2700;1;70;65;"G";0,9196;772,111907732297;"173C"
"145-2";2700;1;70;62;"G";0,9026;772,111907732297;"177A"
"145-2";2700;1;70;62;"G";0,9026;772,111907732297;"177B"
"145-2";2700;1;70;57;"G";0,9;772,111907732297;"181"
"145-2";2700;1;70;57;"G";0,9;772,111907732297;"183"
"G1206-4";1900;1;50;50;"P";0,9524;1227,12105151181;"185"
"145-2";2700;1;70;55;"G";0,9093;772,111907732297;"187A"
"145-2";2700;1;70;55;"G";0,9093;772,111907732297;"187B"
"145-2";2700;1;70;57;"G";0,9038;772,111907732297;"19"
"285-2";2600;1;60;50;"P";0,9189;1032,98345043618;"191"
"145-2";2700;1;70;60;"G";0,906;772,111907732297;"193A"
"145-2";2700;1;70;60;"G";0,9135;772,111907732297;"193B"
"285-2";2600;1;60;61;"P";0,9216;1032,98345043618;"195"
"285-2";2600;1;60;54;"P";0,9239;1032,98345043618;"195A"
"285-2";2600;1;60;53;"G";0,9259;1032,98345043618;"197B"
"145-2";2700;1;70;60;"G";0,906;772,111907732297;"201"
"203-1";1000;1;70;55;"G";0,9266;782,31639342372;"203"
"145-2";2700;1;70;54;"G";0,913;772,111907732297;"207A"
"285-2";2300;1;60;47;"G";0,9048;952,523710078477;"209"
"285-2";2400;1;60;50;"G";0,9153;956,469649570973;"21"
"145-2";2700;1;70;60;"G";0,9085;772,111907732297;"215A"
"145-2";2700;1;70;58;"G";0,9024;772,111907732297;"215B"
"180-1";2000;1;60;61;"G";0,9388;936,03723617999;"221"
"180-1";2000;1;60;61;"G";0,9388;936,03723617999;"223"
"180-1";2000;1;60;61;"G";0,9388;936,03723617999;"225"
"145-2";2700;1;70;66;"G";0,9058;772,111907732297;"251"
"285-2";2600;1;60;67;"P";0,9412;1032,98345043618;"253"
"145-2";2700;1;70;55;"G";0,9093;772,111907732297;"279"
"145-2";2700;1;70;55;"G";0,9093;772,111907732297;"287"
"145-2";2700;1;70;61;"G";0,9041;772,111907732297;"289"
"180-1";2000;1;60;64;"G";0,96;936,03723617999;"291"
"285-2";2300;1;60;50;"G";0,9079;952,523710078477;"293"
"145-2";2700;1;70;55;"G";0,9093;772,111907732297;"295"
"145-2";2700;1;70;55;"G";0,9093;772,111907732297;"297"
"145-2";2700;1;70;55;"G";0,9093;772,111907732297;"299"
"145-2";2700;1;70;54;"G";0,9412;772,111907732297;"303"
"285-2";2600;1;60;55;"P";0,9;1032,98345043618;"305"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"31"
"180-1";1900;1;50;44;"G";0,9041;950,91154106841;"319"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"329"
"152-2";3000;1;50;37;"G";0,9059;909,474849977836;"33"
"145-2";2700;1;70;56;"G";0,9512;772,111907732297;"35"
"180-1";2200;1;60;54;"G";0,9044;1171,53856994013;"37"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"39A"
"145-2";2700;1;70;60;"G";0,9153;772,111907732297;"39B"
"180-1";2000;1;60;54;"G";0,9077;936,03723617999;"41"
"1293-2";1700;1;50;51;"G";0,9487;1468,67315441507;"43"
"145-2";2700;1;70;50;"G";0,9023;772,111907732297;"47"
"285-2";2500;1;60;50;"G";0,9048;983,383650415768;"5"
"285-2";2500;1;50;50;"G";0,9024;1020,70135264965;"53"
"145-2";2700;1;70;58;"G";0,9036;772,111907732297;"55A"
"285-2";2500;1;60;49;"G";0,902;983,383650415768;"55B"
"185CL1-1";2900;1;50;40;"G";0,904;899,944830115219;"57A"
"145-2";2700;1;70;56;"G";0,9104;772,111907732297;"57B"
"180-1";2000;1;60;54;"G";0,9211;936,03723617999;"61"
"145-2";2700;1;70;54;"G";0,9242;772,111907732297;"63B"
"145-2";2700;1;70;53;"G";0,92;772,111907732297;"65"
"180-1";2000;1;60;54;"G";0,9796;936,03723617999;"67"
"145-2";2700;1;70;63;"G";0,9318;772,111907732297;"71"
"180-1";2000;1;60;65;"G";0,9211;936,03723617999;"73"
"185CL1-1";2900;1;50;55;"G";0,9038;899,944830115219;"741"
"180-1";2000;1;60;61;"G";0,9245;936,03723617999;"75"
"145-2";2700;1;70;56;"G";0,9012;772,111907732297;"777"
"145-2";2700;1;70;56;"G";0,9274;772,111907732297;"77A"
"145-2";2700;1;70;56;"G";0,9059;772,111907732297;"77B"
"185CL1-1";2900;1;50;60;"G";0,904;899,944830115219;"79"
"203-1";1000;1;70;61;"G";0,9159;782,31639342372;"81A"
"145-2";2700;1;70;55;"G";0,9036;772,111907732297;"81B"
"145-2";2700;1;70;55;"G";0,9036;772,111907732297;"87"
"145-2";2700;1;70;58;"G";0,9036;772,111907732297;"89"
"145-2";2700;1;70;66;"G";0,9091;772,111907732297;"91"
"145-2";2700;1;70;60;"G";0,903;772,111907732297;"93"
"145-2";2700;1;70;65;"G";0,9453;772,111907732297;"95"
"145-2";2700;1;70;60;"G";0,903;772,111907732297;"97"
"145-2";2700;1;70;42;"G";0,9286;772,111907732297;"99"
"185CL1-1";2900;1;50;55;"G";0,9038;899,944830115219;"9A"
"180-1";2000;1;60;60;"G";0,9;936,03723617999;"9B"
