"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"180-1";2000;1;70;58;"G";0,9123;908,8198980868;"1"
"180-1";2000;1;70;52;"G";0,9107;908,8198980868;"101"
"1293-2";1700;1;50;37;"G";0,9459;1468,67315441507;"103"
"180-1";2000;1;70;52;"G";0,9153;908,8198980868;"105"
"285-2";2300;1;60;60;"G";0,9032;952,523710078477;"107"
"285-2";2400;1;60;50;"G";0,9091;956,469649570973;"109A"
"285-2";2500;1;60;53;"G";0,9242;983,383650415768;"109B"
"180-1";2000;1;70;56;"G";0,9096;908,8198980868;"111"
"180-1";2000;1;70;57;"G";0,9048;908,8198980868;"113"
"285-2";2300;1;60;60;"G";0,92;952,523710078477;"115A"
"180-1";2000;1;70;60;"G";0,9811;908,8198980868;"115B"
"285-2";2400;1;60;34;"G";0,9;956,469649570973;"117"
"180-1";2000;1;70;52;"G";0,9074;908,8198980868;"119A"
"G1206-3";1800;1;50;58;"G";0,9231;1214,0693328173;"11B"
"180-1";2000;1;70;60;"G";0,9194;908,8198980868;"121"
"203-1";1000;1;70;65;"G";0,9189;782,31639342372;"123"
"180-1";2000;1;70;60;"G";0,9153;908,8198980868;"125A"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"125B"
"180-1";2000;1;70;64;"G";0,9008;908,8198980868;"125C"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"127A"
"180-1";2000;1;70;61;"G";0,9041;908,8198980868;"127C"
"180-1";2000;1;70;61;"G";0,9041;908,8198980868;"127D"
"180-1";2000;1;70;64;"G";0,9172;908,8198980868;"127E"
"285-2";2400;1;60;35;"G";0,9118;956,469649570973;"129"
"180-1";2000;1;70;61;"G";0,91;908,8198980868;"129A"
"203-1";1000;1;70;60;"G";0,9036;782,31639342372;"131A"
"203-1";1000;1;70;61;"G";0,9026;782,31639342372;"131B"
"G1206-3";1800;1;50;47;"G";0,9048;1214,0693328173;"133A"
"285-2";2400;1;60;54;"G";0,9057;956,469649570973;"133B"
"203-1";1000;1;70;55;"G";1;782,31639342372;"137"
"180-1";2000;1;70;54;"G";0,9189;908,8198980868;"139A"
"G1206-3";1800;1;50;53;"G";0,9082;1214,0693328173;"139B"
"180-1";2000;1;70;50;"G";0,9245;908,8198980868;"143"
"G1206-4";1900;1;50;55;"P";0,9231;1227,12105151181;"143B"
"285-2";2500;1;60;54;"G";0,92;983,383650415768;"145B"
"285-2";2300;1;60;55;"G";0,9;952,523710078477;"147"
"180-1";2000;1;70;50;"G";0,9091;908,8198980868;"149"
"285-2";2400;1;60;44;"G";0,9412;956,469649570973;"15"
"1293-2";1700;1;50;40;"G";0,9444;1468,67315441507;"151"
"180-1";2000;1;70;64;"G";0,9091;908,8198980868;"153"
"180-1";2000;1;70;64;"G";0,9008;908,8198980868;"155B"
"285-2";2300;1;60;64;"G";0,9241;952,523710078477;"157"
"285-2";2300;1;60;65;"G";0,9059;952,523710078477;"157A"
"285-2";2300;1;60;60;"G";0,9038;952,523710078477;"157B"
"180-1";2000;1;70;54;"G";0,9167;908,8198980868;"161"
"G1206-4";1900;1;50;62;"P";0,9259;1227,12105151181;"163A"
"180-1";2000;1;70;56;"G";0,9012;908,8198980868;"163B"
"180-1";2000;1;70;53;"G";0,9362;908,8198980868;"165"
"180-1";2000;1;70;56;"G";0,9077;908,8198980868;"167"
"180-1";2000;1;70;56;"G";0,9077;908,8198980868;"167A"
"180-1";2000;1;70;65;"G";0,9121;908,8198980868;"169"
"180-1";2000;1;70;52;"G";0,9016;908,8198980868;"17"
"180-1";2000;1;70;62;"G";0,9077;908,8198980868;"171"
"180-1";2000;1;70;62;"G";0,9077;908,8198980868;"171A"
"1293-2";1700;1;50;42;"G";0,9;1468,67315441507;"173A"
"180-1";2000;1;70;65;"G";0,9101;908,8198980868;"173B"
"180-1";2000;1;70;65;"G";0,9146;908,8198980868;"173C"
"180-1";2000;1;70;62;"G";0,9077;908,8198980868;"177A"
"180-1";2000;1;70;62;"G";0,9077;908,8198980868;"177B"
"180-1";2000;1;70;57;"G";0,9;908,8198980868;"181"
"180-1";2000;1;70;57;"G";0,9;908,8198980868;"183"
"G1206-4";1900;1;50;50;"P";0,9524;1227,12105151181;"185"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"187A"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"187B"
"180-1";2000;1;70;57;"G";0,9038;908,8198980868;"19"
"285-2";2600;1;60;50;"P";0,9189;1032,98345043618;"191"
"180-1";2000;1;70;60;"G";0,906;908,8198980868;"193A"
"180-1";2000;1;70;60;"G";0,9135;908,8198980868;"193B"
"285-2";2600;1;60;61;"P";0,9216;1032,98345043618;"195"
"285-2";2600;1;60;54;"P";0,9239;1032,98345043618;"195A"
"285-2";2600;1;60;53;"G";0,9259;1032,98345043618;"197B"
"180-1";2000;1;70;60;"G";0,906;908,8198980868;"201"
"203-1";1000;1;70;55;"G";0,9266;782,31639342372;"203"
"180-1";2000;1;70;54;"G";0,913;908,8198980868;"207A"
"285-2";2400;1;60;47;"G";0,9048;956,469649570973;"209"
"285-2";2400;1;60;50;"G";0,9153;956,469649570973;"21"
"180-1";2000;1;70;60;"G";0,9085;908,8198980868;"215A"
"180-1";2000;1;70;58;"G";0,9024;908,8198980868;"215B"
"285-2";2300;1;60;61;"G";0,9388;952,523710078477;"221"
"285-2";2300;1;60;61;"G";0,9388;952,523710078477;"223"
"285-2";2300;1;60;61;"G";0,9388;952,523710078477;"225"
"203-1";1000;1;70;65;"G";0,9275;782,31639342372;"251"
"285-2";2600;1;60;67;"P";0,9412;1032,98345043618;"253"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"279"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"287"
"180-1";2000;1;70;61;"G";0,9041;908,8198980868;"289"
"285-2";2300;1;60;64;"G";0,96;952,523710078477;"291"
"285-2";2400;1;60;50;"G";0,9211;956,469649570973;"293"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"295"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"297"
"180-1";2000;1;70;56;"G";0,9008;908,8198980868;"299"
"180-1";2000;1;70;55;"G";0,9118;908,8198980868;"303"
"285-2";2600;1;60;55;"P";0,9;1032,98345043618;"305"
"180-1";2000;1;70;52;"G";0,9023;908,8198980868;"31"
"180-1";1900;1;50;44;"G";0,9041;950,91154106841;"319"
"180-1";2000;1;70;52;"G";0,9023;908,8198980868;"329"
