"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"101";14;1;7549,57858899588;8670,96783471335;1;1,03201821712204;1,12886501660489;1,1763566616189;1,72988783582759;3
"103";37;3;21942,0841433219;24429,859040432;1;1,01373866612248;1,07423865362126;1,13881695855606;1,5042168226454;3
"105";59;4;32655,6681647649;37415,4717862742;1;1;1,18761053696637;1,24479652877219;1,34185872737215;2
"107";31;0;16490,2395434573;19606,9809662956;1,00784424707973;1,10587058926827;1,19825503513448;1,26387977711169;1,54024025692562;2
"109A";66;6;36364,3747161757;43297,6216865431;1;1,12437251883073;1,1628231603903;1,3001637531388;1,50077756520074;2
"109B";198;14;113718,441533726;134307,419252592;1;1,11557263581157;1,19960113686014;1,27153382135298;1,48946527441955;2
"111";42;3;22285,2007602967;25011,2387639246;1;1,06797272741716;1,11658936969916;1,14964593708597;1,345094932953;2
"113";84;5;46332,9702276622;53961,8234262775;1;1,02978023145433;1,18856890152131;1,2506427395353;1,50862018979804;2
"115A";25;2;12915,0454239074;14377,725404281;1;1,00764027083816;1,03644818761773;1,13496461143257;1,54039223585754;2
"115B";53;4;26181,1989161858;27674,8558862183;1;1,00889310164451;1,05318375595079;1,10523820713073;1,16529125427306;2
"117";80;8;45478,2704441506;52569,3222059699;1;1,02978023145433;1,1835228695198;1,25609472674405;1,38284839095407;2
"119A";54;5;27567,8614568023;31376,8838733153;1;1,08829083100693;1,13591846899778;1,19132707991559;1,38460069117968;2
"11B";26;0;15382,2359092347;19220,7551899229;1,05192059186044;1,09899905520926;1,23172190895227;1,3930819982409;1,58925625966872;2
"121";62;4;31853,7199883883;36094,6513954838;1;1,02129847785086;1,05324828130973;1,24813399496435;1,44815768837804;2
"123";74;2;35951,1883520035;37442,6331573211;1;1,01707524665682;1,03774048473527;1,05923510829491;1,15018968107456;2
"125A";59;5;30624,3863131796;34857,9544713066;1;1,09236084905244;1,10367786827035;1,15189999070726;1,44815768837804;2
"125B";40;1;19987,0184183175;22488,317043183;1;1,00889310164451;1,03823744419778;1,11811652550396;1,49278302455551;2
"125C";38;0;18930,0965926177;21084,4771782519;1,04019962474925;1,0450372104556;1,06579010257174;1,08643040266263;1,44776453861593;2
"127A";25;4;13508,465133317;14869,4069123903;1;1,06797272741716;1,10917390505517;1,12204833877093;1,45936753294597;2
"127C";40;3;19915,5790305623;22461,9787603658;1;1,05102548594848;1,07528268144168;1,15464347292341;1,47023864925037;2
"127D";8;0;3989,60508963252;4393,84133895878;1,05881601467195;1,10367786827035;1,10615197960847;1,10957656472472;1,11310246683121;1
"127E";169;13;84733,7439401672;88832,6081988713;1;1,00877540409711;1,03754042609143;1,08931306562846;1,16939940716404;2
"129A";200;16;99555,385258466;103997,381470816;1;1,00817199141265;1,0209974203648;1,07308114440953;1,17329716128294;2
"129";34;3;19022,2753666031;21790,2558873049;1;1,02806187083323;1,13884152680382;1,23906400279101;1,41112510974989;3
"131A";166;15;80979,0304007449;84853,7903335517;1;1,00781751102966;1,02894200386692;1,08874087349863;1,18825866009492;2
"131B";267;24;131671,658976552;137103,311146933;1;1,00764027083816;1,01912777879367;1,05923510829491;1,17329716128294;2
"133A";147;10;85757,0170670154;103810,96399206;1;1,07121230042555;1,19895446069826;1,34063427943076;1,60233791111738;2
"133B";106;7;59293,1197512098;68805,8812081704;1;1,00889310164451;1,1445152215336;1,26607598286793;1,56994454097459;3
"137";16;0;8118,59069025049;8550,9350851196;1;1;1,01602277592448;1,01602277592448;1,24381616863779;2
"139A";111;9;59746,7550823534;69115,0392789183;1;1,06231467112129;1,17496270875046;1,24179033914004;1,40600191234014;2
"139B";98;6;57867,2595871948;69895,6340904581;1;1,09718686883728;1,21005785174453;1,34274187975996;1,58047029439799;2
"143B";39;2;19573,4184414771;21312,6669053988;1;1,04869323839038;1,05859558914565;1,13479417079634;1,26353552965097;3
"143";53;4;28040,3966556472;33128,8359514592;1;1,12564332365063;1,18573006223908;1,23503189725475;1,51728874641264;2
"145B";25;1;14386,4328799695;16711,251746821;1;1,06403765557863;1,1594877032115;1,24235200536161;1,47516586067767;2
"147";40;4;22540,2239819462;26415,8154097417;1;1,05075352279316;1,12378548827307;1,28579667707506;1,57746979774771;2
"149";99;5;53370,3398418444;60717,9151366879;1;1,01906610311864;1,03816051285833;1,18537024399865;1,66921781458271;3
"151";18;0;10851,1669566763;12249,1807116945;1;1;1,0587916015588;1,14184349665032;1,51115044275899;3
"153";176;9;89672,4007803031;102592,37571127;1;1,09130865802511;1,10270161499503;1,15855106285191;1,4649880053373;2
