"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
584;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;2000;"G";"180-1";1;20800,002468197
604;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;2000;"P";"180-1";1;20800,002468197
722;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3000;"G";"185-2";1;20749,5967347277
723;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3100;"G";"185-2";1;20794,8401122968
750;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3000;"P";"185-2";1;20749,5967347277
751;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3100;"P";"185-2";1;20794,8401122968
778;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3000;"G";"185CL1-1";1;20752,477957103
779;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3100;"G";"185CL1-1";1;20796,0046319062
805;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3000;"P";"185CL1-1";1;20752,477957103
806;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3100;"P";"185CL1-1";1;20796,0046319062
1825;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3000;"G";"6186-1";1;20750,6686649411
1846;50;"G";90;0,92090395480226;0,966101694915254;1;0,954802259887006;0,909604519774011;3000;"P";"6186-1";1;20750,6686649411
584;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;2000;"G";"180-1";1;20800,002468197
604;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;2000;"P";"180-1";1;20800,002468197
722;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3000;"G";"185-2";1;20749,5967347277
723;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3100;"G";"185-2";1;20794,8401122968
750;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3000;"P";"185-2";1;20749,5967347277
751;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3100;"P";"185-2";1;20794,8401122968
778;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3000;"G";"185CL1-1";1;20752,477957103
779;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3100;"G";"185CL1-1";1;20796,0046319062
805;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3000;"P";"185CL1-1";1;20752,477957103
806;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3100;"P";"185CL1-1";1;20796,0046319062
1825;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3000;"G";"6186-1";1;20750,6686649411
1846;47;"G";90;0,92090395480226;0,983050847457627;1;0,954802259887006;0,909604519774011;3000;"P";"6186-1";1;20750,6686649411
584;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;2000;"G";"180-1";1;20800,002468197
604;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;2000;"P";"180-1";1;20800,002468197
722;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3000;"G";"185-2";1;20749,5967347277
723;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3100;"G";"185-2";1;20794,8401122968
750;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3000;"P";"185-2";1;20749,5967347277
751;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3100;"P";"185-2";1;20794,8401122968
778;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3000;"G";"185CL1-1";1;20752,477957103
779;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3100;"G";"185CL1-1";1;20796,0046319062
805;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3000;"P";"185CL1-1";1;20752,477957103
806;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3100;"P";"185CL1-1";1;20796,0046319062
1825;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3000;"G";"6186-1";1;20750,6686649411
1846;40;"G";90;0,92090395480226;0,988700564971751;1;0,954802259887006;0,909604519774011;3000;"P";"6186-1";1;20750,6686649411
584;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;2000;"G";"180-1";1;20800,002468197
604;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;2000;"P";"180-1";1;20800,002468197
722;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3000;"G";"185-2";1;20749,5967347277
723;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3100;"G";"185-2";1;20794,8401122968
750;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3000;"P";"185-2";1;20749,5967347277
751;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3100;"P";"185-2";1;20794,8401122968
778;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3000;"G";"185CL1-1";1;20752,477957103
779;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3100;"G";"185CL1-1";1;20796,0046319062
805;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3000;"P";"185CL1-1";1;20752,477957103
806;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3100;"P";"185CL1-1";1;20796,0046319062
1825;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3000;"G";"6186-1";1;20750,6686649411
1846;38;"G";90;0,92090395480226;0,994350282485876;1;0,954802259887006;0,909604519774011;3000;"P";"6186-1";1;20750,6686649411
584;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;2000;"G";"180-1";1;20800,002468197
604;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;2000;"P";"180-1";1;20800,002468197
722;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3000;"G";"185-2";1;20749,5967347277
723;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3100;"G";"185-2";1;20794,8401122968
750;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3000;"P";"185-2";1;20749,5967347277
751;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3100;"P";"185-2";1;20794,8401122968
778;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3000;"G";"185CL1-1";1;20752,477957103
779;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3100;"G";"185CL1-1";1;20796,0046319062
805;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3000;"P";"185CL1-1";1;20752,477957103
806;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3100;"P";"185CL1-1";1;20796,0046319062
1825;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3000;"G";"6186-1";1;20750,6686649411
1846;17;"G";90;0,92090395480226;1;1;0,954802259887006;0,909604519774011;3000;"P";"6186-1";1;20750,6686649411
584;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;2000;"G";"180-1";1;20800,002468197
604;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;2000;"P";"180-1";1;20800,002468197
722;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3000;"G";"185-2";1;20749,5967347277
723;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3100;"G";"185-2";1;20794,8401122968
750;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3000;"P";"185-2";1;20749,5967347277
751;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3100;"P";"185-2";1;20794,8401122968
778;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3000;"G";"185CL1-1";1;20752,477957103
779;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3100;"G";"185CL1-1";1;20796,0046319062
805;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3000;"P";"185CL1-1";1;20752,477957103
806;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3100;"P";"185CL1-1";1;20796,0046319062
1825;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3000;"G";"6186-1";1;20750,6686649411
1846;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,909604519774011;3000;"P";"6186-1";1;20750,6686649411
584;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;2000;"G";"180-1";1;20800,002468197
604;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;2000;"P";"180-1";1;20800,002468197
722;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3000;"G";"185-2";1;20749,5967347277
723;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3100;"G";"185-2";1;20794,8401122968
750;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3000;"P";"185-2";1;20749,5967347277
751;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3100;"P";"185-2";1;20794,8401122968
778;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3000;"G";"185CL1-1";1;20752,477957103
779;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3100;"G";"185CL1-1";1;20796,0046319062
805;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3000;"P";"185CL1-1";1;20752,477957103
806;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3100;"P";"185CL1-1";1;20796,0046319062
1825;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3000;"G";"6186-1";1;20750,6686649411
1846;47;"G";80;0,92090395480226;0,983050847457627;1;0,988700564971751;0,909604519774011;3000;"P";"6186-1";1;20750,6686649411
584;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;2000;"G";"180-1";1;20800,002468197
604;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;2000;"P";"180-1";1;20800,002468197
721;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"G";"185-2";1;20725,1273120861
722;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3000;"G";"185-2";1;20749,5967347277
723;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3100;"G";"185-2";1;20794,8401122968
749;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"P";"185-2";1;20725,1273120861
750;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3000;"P";"185-2";1;20749,5967347277
751;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3100;"P";"185-2";1;20794,8401122968
777;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"G";"185CL1-1";1;20724,6689856402
778;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3000;"G";"185CL1-1";1;20752,477957103
779;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3100;"G";"185CL1-1";1;20796,0046319062
804;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"P";"185CL1-1";1;20724,6689856402
805;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3000;"P";"185CL1-1";1;20752,477957103
806;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3100;"P";"185CL1-1";1;20796,0046319062
1489;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"G";"28-1";1;20725,1273120861
1512;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"P";"28-1";1;20725,1273120861
1824;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"G";"6186-1";1;20724,9809110517
1825;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3000;"G";"6186-1";1;20750,6686649411
1845;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;2900;"P";"6186-1";1;20724,9809110517
1846;40;"G";80;0,92090395480226;0,988700564971751;1;0,988700564971751;0,915254237288136;3000;"P";"6186-1";1;20750,6686649411
584;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;2000;"G";"180-1";1;20800,002468197
604;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;2000;"P";"180-1";1;20800,002468197
721;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"G";"185-2";1;20725,1273120861
722;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3000;"G";"185-2";1;20749,5967347277
723;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3100;"G";"185-2";1;20794,8401122968
749;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"P";"185-2";1;20725,1273120861
750;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3000;"P";"185-2";1;20749,5967347277
751;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3100;"P";"185-2";1;20794,8401122968
777;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"G";"185CL1-1";1;20724,6689856402
778;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3000;"G";"185CL1-1";1;20752,477957103
779;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3100;"G";"185CL1-1";1;20796,0046319062
804;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"P";"185CL1-1";1;20724,6689856402
805;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3000;"P";"185CL1-1";1;20752,477957103
806;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3100;"P";"185CL1-1";1;20796,0046319062
1489;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"G";"28-1";1;20725,1273120861
1512;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"P";"28-1";1;20725,1273120861
1824;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"G";"6186-1";1;20724,9809110517
1825;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3000;"G";"6186-1";1;20750,6686649411
1845;38;"G";80;0,903954802259887;0,994350282485876;1;0,988700564971751;0,903954802259887;2900;"P";"6186-1";1;20724,9809110517
1846;38;"G";80;0,92090395480226;0,994350282485876;1;0,988700564971751;0,915254237288136;3000;"P";"6186-1";1;20750,6686649411
584;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;2000;"G";"180-1";1;20800,002468197
604;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;2000;"P";"180-1";1;20800,002468197
721;17;"G";80;0,903954802259887;1;1;0,988700564971751;0,903954802259887;2900;"G";"185-2";1;20725,1273120861
722;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3000;"G";"185-2";1;20749,5967347277
723;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3100;"G";"185-2";1;20794,8401122968
749;17;"G";80;0,903954802259887;1;1;0,988700564971751;0,903954802259887;2900;"P";"185-2";1;20725,1273120861
750;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3000;"P";"185-2";1;20749,5967347277
751;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3100;"P";"185-2";1;20794,8401122968
777;17;"G";80;0,903954802259887;1;1;0,988700564971751;0,903954802259887;2900;"G";"185CL1-1";1;20724,6689856402
778;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3000;"G";"185CL1-1";1;20752,477957103
779;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3100;"G";"185CL1-1";1;20796,0046319062
804;17;"G";80;0,903954802259887;1;1;0,988700564971751;0,903954802259887;2900;"P";"185CL1-1";1;20724,6689856402
805;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3000;"P";"185CL1-1";1;20752,477957103
806;17;"G";80;0,92090395480226;1;1;0,988700564971751;0,915254237288136;3100;"P";"185CL1-1";1;20796,0046319062
1489;17;"G";80;0,903954802259887;1;1;0,988700564971751;0,903954802259887;2900;"G";"28-1";1;20725,1273120861
1512;17;"G";80;0,903954802259887;1;1;0,988700564971751;0,903954802259887;2900;"P";"28-1";1;20725,1273120861
