"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"TFZ";"NUM_TFZ";"T10"
1092;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;2200;"G";"232-2";1;890,328781367294
1117;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;2200;"P";"232-2";1;890,328781367294
2136;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;2000;"G";"ER 20D-2";1;903,001948201694
2153;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;2000;"P";"ER 20D-2";1;903,001948201694
2353;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;1400;"G";"G1206-4";1;906,746021856669
2368;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;1400;"P";"G1206-4";1;906,746021856669
2404;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;1600;"G";"G1700-2";1;914,958412291036
2408;64;"P";80;0,983050847457627;0,949152542372881;0,966101694915254;1;0,915254237288136;1600;"P";"G1700-2";1;914,958412291036
96;60;"P";80;0,949152542372881;0,983050847457627;0,966101694915254;1;0,915254237288136;1600;"G";"1265-1";1;833,090380772918
97;60;"P";80;0,966101694915254;0,983050847457627;0,966101694915254;1;0,932203389830508;1700;"G";"1265-1";1;883,116607505248
106;60;"P";80;0,949152542372881;0,983050847457627;0,966101694915254;1;0,915254237288136;1600;"P";"1265-1";1;833,090380772918
107;60;"P";80;0,966101694915254;0,983050847457627;0,966101694915254;1;0,932203389830508;1700;"P";"1265-1";1;883,116607505248
905;60;"P";80;0,949152542372881;0,983050847457627;0,966101694915254;1;0,915254237288136;1300;"G";"203-1";1;849,597788067087
921;60;"P";80;0,949152542372881;0,983050847457627;0,966101694915254;1;0,915254237288136;1300;"P";"203-1";1;849,597788067087
1059;60;"P";80;0,966101694915254;0,983050847457627;0,966101694915254;1;0,932203389830508;1800;"G";"232-1";1;880,359355601941
1073;60;"P";80;0,966101694915254;0,983050847457627;0,966101694915254;1;0,932203389830508;1800;"P";"232-1";1;880,359355601941
1091;60;"P";80;0,966101694915254;0,983050847457627;0,966101694915254;1;0,932203389830508;2100;"G";"232-2";1;856,479147272973
1092;60;"P";80;0,983050847457627;0,983050847457627;0,966101694915254;1;0,949152542372881;2200;"G";"232-2";1;890,328781367294
1116;60;"P";80;0,966101694915254;0,983050847457627;0,966101694915254;1;0,932203389830508;2100;"P";"232-2";1;856,479147272973
1117;60;"P";80;0,983050847457627;0,983050847457627;0,966101694915254;1;0,949152542372881;2200;"P";"232-2";1;890,328781367294
1171;60;"P";80;0,966101694915254;0,983050847457627;0,966101694915254;1;0,932203389830508;1800;"G";"246-1";1;853,425461200439
