"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"101";14;1;7549,57858899588;8816,1463653994;1;1,11901055874076;1,1319118538525;1,18385582595041;1,72988783582759;3
"103";37;3;21942,0841433219;25731,6473097051;1;1,01373866612248;1,11882785247563;1,40159752284007;1,5042168226454;3
"105";59;5;32655,6681647649;37385,8389012495;1;1,11831720919615;1,16577685246653;1,17836482881604;1,35354267539115;2
"107";31;0;16490,2395434573;19606,9809662956;1,00784424707973;1,10587058926827;1,19825503513448;1,26387977711169;1,54024025692562;2
"109A";66;6;36364,3747161757;43527,6272479082;1;1,14795009390388;1,18720702774897;1,3001637531388;1,50077756520074;2
"109B";198;15;113718,441533726;134244,402697365;1;1,11557263581157;1,19960113686014;1,27153382135298;1,48946527441955;2
"111";42;3;22285,2007602967;24540,2167533201;1;1,06797272741716;1,11292324065763;1,14016286483201;1,26813957499218;2
"113";84;4;46332,9702276622;52564,3723201721;1;1,03637259132781;1,12567163559659;1,22414639760412;1,37152412237018;2
"115A";25;2;12915,0454239074;14315,7953846838;1;1,00764027083816;1,03644818761773;1,13496461143257;1,51587732928607;2
"115B";53;4;26181,1989161858;27674,8558862183;1;1,00889310164451;1,05318375595079;1,10523820713073;1,16529125427306;2
"117";80;8;45478,2704441506;52537,9555318583;1;1,02978023145433;1,1835228695198;1,25609472674405;1,38284839095407;2
"119A";54;4;27567,8614568023;31443,0789360887;1;1,0973305171067;1,1456245723038;1,18813214817991;1,33680812278172;2
"11B";26;2;15382,2359092347;19751,7211764699;1;1,09248233626187;1,21805996567472;1,40986633280055;1,70093397669575;2
"121";62;4;31853,7199883883;35245,3711389264;1;1,00880482848396;1,05323436898108;1,22595005765763;1,3630525706289;2
"123";74;2;35951,1883520035;37442,6331573211;1;1,01707524665682;1,03774048473527;1,05923510829491;1,15018968107456;2
"125A";59;5;30624,3863131796;34769,3597801186;1;1,00847723928012;1,02894200386692;1,29908457515088;1,55155209844663;2
"125B";40;2;19987,0184183175;21373,5892345396;1;1,00878913605341;1,03565848768446;1,10488264089661;1,26251613323056;2
"125C";38;1;18930,0965926177;20354,4582447854;1;1,00191006770954;1,02894200386692;1,12140988493131;1,29088404361344;2
"127A";25;4;13508,465133317;14637,7226028932;1;1,06797272741716;1,09870346780409;1,12125812658807;1,23425509558282;2
"127C";40;4;19915,5790305623;21340,8988832322;1;1,00573020312862;1,03774048473527;1,13140327551099;1,29088404361344;2
