"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
868;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"G";30;"1293-2";1;1026,50193491488
872;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"P";30;"1293-2";1;1026,50193491488
876;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"G";40;"1293-2";1;1026,50193491488
880;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"P";40;"1293-2";1;1026,50193491488
884;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"G";50;"1293-2";1;1026,50193491488
888;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"P";50;"1293-2";1;1026,50193491488
892;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"G";60;"1293-2";1;1026,50193491488
896;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"P";60;"1293-2";1;1026,50193491488
900;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"G";70;"1293-2";1;1026,50193491488
904;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1800;"P";70;"1293-2";1;1026,50193491488
921;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2200;"G";30;"139-1";1;696,263624890494
938;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2200;"P";30;"139-1";1;696,263624890494
955;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2200;"G";40;"139-1";1;696,263624890494
972;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2200;"P";40;"139-1";1;696,263624890494
1195;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2300;"G";30;"140-1";1;723,85325724153
1196;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2400;"G";30;"140-1";1;733,904222747745
1215;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2300;"P";30;"140-1";1;723,85325724153
1216;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2400;"P";30;"140-1";1;733,904222747745
1235;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2300;"G";40;"140-1";1;723,85325724153
1236;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2400;"G";40;"140-1";1;733,904222747745
1255;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2300;"P";40;"140-1";1;723,85325724153
1256;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2400;"P";40;"140-1";1;733,904222747745
1887;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2700;"G";30;"145-2";1;660,453679464738
1910;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2700;"P";30;"145-2";1;660,453679464738
3007;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2700;"G";30;"152-2";1;645,593427111082
3008;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2800;"G";30;"152-2";1;652,292161861027
3009;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2900;"G";30;"152-2";1;659,162190228543
3010;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;3000;"G";30;"152-2";1;666,212562251546
3011;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;3100;"G";30;"152-2";1;673,453200963803
3034;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2700;"P";30;"152-2";1;645,593427111082
3035;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2800;"P";30;"152-2";1;652,292161861027
3036;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2900;"P";30;"152-2";1;659,162190228543
3037;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;3000;"P";30;"152-2";1;666,212562251546
3038;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;3100;"P";30;"152-2";1;673,453200963803
3438;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2700;"G";30;"152-3";1;645,590513498152
3460;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2700;"P";30;"152-3";1;645,590513498152
4549;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1900;"G";30;"180-1";1;671,469337031207
4550;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2000;"G";30;"180-1";1;683,697100033551
4551;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2100;"G";30;"180-1";1;696,611147911983
4552;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2200;"G";30;"180-1";1;710,313658532563
4553;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2300;"G";30;"180-1";1;739,848908452917
4554;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2400;"G";30;"180-1";1;750,985958691341
4555;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2500;"G";30;"180-1";1;762,668243508505
4556;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2600;"G";30;"180-1";1;774,959683682961
4569;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;1900;"P";30;"180-1";1;671,469337031207
4570;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2000;"P";30;"180-1";1;683,697100033551
4571;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2100;"P";30;"180-1";1;696,611147911983
4572;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2200;"P";30;"180-1";1;710,313658532563
4573;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;2300;"P";30;"180-1";1;739,848908452917
