"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
867;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"G";30;"1293-2";1;943,177170402928
868;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"G";30;"1293-2";1;1026,50193491488
871;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"P";30;"1293-2";1;943,177170402928
872;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"P";30;"1293-2";1;1026,50193491488
875;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"G";40;"1293-2";1;943,177170402928
876;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"G";40;"1293-2";1;1026,50193491488
879;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"P";40;"1293-2";1;943,177170402928
880;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"P";40;"1293-2";1;1026,50193491488
883;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"G";50;"1293-2";1;943,177170402928
884;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"G";50;"1293-2";1;1026,50193491488
887;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"P";50;"1293-2";1;943,177170402928
888;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"P";50;"1293-2";1;1026,50193491488
891;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"G";60;"1293-2";1;943,177170402928
892;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"G";60;"1293-2";1;1026,50193491488
895;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"P";60;"1293-2";1;943,177170402928
896;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"P";60;"1293-2";1;1026,50193491488
899;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"G";70;"1293-2";1;943,177170402928
900;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"G";70;"1293-2";1;1026,50193491488
903;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1700;"P";70;"1293-2";1;943,177170402928
904;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;1800;"P";70;"1293-2";1;1026,50193491488
919;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;2000;"G";30;"139-1";1;671,221941191462
920;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;2100;"G";30;"139-1";1;683,340761343435
921;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;2200;"G";30;"139-1";1;696,263624890494
936;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;2000;"P";30;"139-1";1;671,221941191462
937;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;2100;"P";30;"139-1";1;683,340761343435
938;61;"G";90;1;0,923076923076923;1;1;0,923076923076923;2200;"P";30;"139-1";1;696,263624890494
953;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2000;"G";40;"139-1";1;671,221941191462
954;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2100;"G";40;"139-1";1;683,340761343435
955;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2200;"G";40;"139-1";1;696,263624890494
970;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2000;"P";40;"139-1";1;671,221941191462
971;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2100;"P";40;"139-1";1;683,340761343435
972;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2200;"P";40;"139-1";1;696,263624890494
987;61;"G";90;0,980769230769231;0,923076923076923;1;1;0,913461538461538;2000;"G";50;"139-1";1;671,221941191462
988;61;"G";90;0,980769230769231;0,923076923076923;1;1;0,913461538461538;2100;"G";50;"139-1";1;683,340761343435
989;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2200;"G";50;"139-1";1;696,263624890494
1004;61;"G";90;0,980769230769231;0,923076923076923;1;1;0,913461538461538;2000;"P";50;"139-1";1;671,221941191462
1005;61;"G";90;0,980769230769231;0,923076923076923;1;1;0,913461538461538;2100;"P";50;"139-1";1;683,340761343435
1006;61;"G";90;0,990384615384615;0,923076923076923;1;1;0,923076923076923;2200;"P";50;"139-1";1;696,263624890494
1021;61;"G";90;0,971153846153846;0,923076923076923;1;1;0,903846153846154;2000;"G";60;"139-1";1;671,221941191462
1022;61;"G";90;0,971153846153846;0,923076923076923;1;1;0,903846153846154;2100;"G";60;"139-1";1;683,340761343435
1023;61;"G";90;0,971153846153846;0,923076923076923;1;1;0,903846153846154;2200;"G";60;"139-1";1;696,263624890494
1038;61;"G";90;0,971153846153846;0,923076923076923;1;1;0,903846153846154;2000;"P";60;"139-1";1;671,221941191462
1039;61;"G";90;0,971153846153846;0,923076923076923;1;1;0,903846153846154;2100;"P";60;"139-1";1;683,340761343435
1040;61;"G";90;0,971153846153846;0,923076923076923;1;1;0,903846153846154;2200;"P";60;"139-1";1;696,263624890494
1055;61;"G";90;0,961538461538462;0,923076923076923;1;1;0,903846153846154;2000;"G";70;"139-1";1;671,221941191462
1056;61;"G";90;0,961538461538462;0,923076923076923;1;1;0,903846153846154;2100;"G";70;"139-1";1;683,340761343435
