"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"101";14;1;7549,57858899588;8652,28506045859;1;1,03797980241174;1,12122411838439;1,1696242594884;1,72988783582759;3
"103";37;3;21942,0841433219;25356,5770209718;1;1,01373866612248;1,10968730129395;1,30105627801253;1,5042168226454;3
"105";59;5;32655,6681647649;36715,9215538911;1;1,07077242434225;1,13789411744513;1,17005118955341;1,35850545848628;2
"107";31;0;16490,2395434573;19606,9809662956;1,00784424707973;1,10587058926827;1,19825503513448;1,26387977711169;1,54024025692562;2
"109A";66;6;36364,3747161757;43192,9903500399;1;1,12437251883073;1,1628231603903;1,3001637531388;1,50077756520074;2
"109B";198;15;113718,441533726;134244,402697365;1;1,11557263581157;1,19960113686014;1,27153382135298;1,48946527441955;2
"111";42;3;22285,2007602967;24540,2167533201;1;1,06797272741716;1,11292324065763;1,14016286483201;1,26813957499218;2
"113";84;8;46332,9702276622;52216,2376666829;1;1,00784424707973;1,11842783343916;1,2207286313897;1,37152412237018;2
"115A";25;2;12915,0454239074;14307,1013482822;1;1,02148631949466;1,03966064029496;1,14412721396806;1,48166714394974;2
"115B";53;4;26181,1989161858;27674,8558862183;1;1,00889310164451;1,05318375595079;1,10523820713073;1,16529125427306;2
"117";80;8;45478,2704441506;52537,9555318583;1;1,02978023145433;1,1835228695198;1,25609472674405;1,38284839095407;2
"119A";54;5;27567,8614568023;31092,1777722039;1;1,08829083100693;1,12731849137266;1,19132707991559;1,30961274465423;2
"11B";26;1;15382,2359092347;19038,2148915497;1;1,09672082662471;1,2333521067661;1,39791234684825;1,58925625966872;2
"121";62;4;31853,7199883883;35018,0296569592;1;1,02129847785086;1,05324828130973;1,16170295405287;1,31840176301125;2
"123";74;2;35951,1883520035;37442,6331573211;1;1,01707524665682;1,03774048473527;1,05923510829491;1,15018968107456;2
"125A";59;5;30624,3863131796;34769,3597801186;1;1,00847723928012;1,02894200386692;1,29908457515088;1,55155209844663;2
"125B";40;2;19987,0184183175;21571,2216649638;1;1,00878913605341;1,03565848768446;1,10488264089661;1,31162196767134;2
"125C";38;1;18930,0965926177;20576,7947290125;1;1,00191006770954;1,02894200386692;1,12140988493131;1,34109325398268;2
"127A";25;4;13508,465133317;14687,1307104992;1;1,06797272741716;1,10917390505517;1,12204833877093;1,28226171093298;2
"127C";40;4;19915,5790305623;21538,5313136564;1;1,00573020312862;1,03774048473527;1,14246782787528;1,34109325398268;2
"127D";8;0;3989,60508963252;4252,97115420248;1,03148289469981;1,03148289469981;1,0361074388684;1,03981823052107;1,27206683196953;2
"127E";169;13;84733,7439401672;88832,6081988713;1;1,00877540409711;1,03754042609143;1,08931306562846;1,16939940716404;2
"129A";200;16;99555,385258466;103997,381470816;1;1,00817199141265;1,0209974203648;1,07308114440953;1,17329716128294;2
